ID,text,source_type,subject,topic,keywords,chapter,title,,冊數,待辦備註
21,| | |<br>| :--- | :--- |<br>| **社會地位** | 在傳達祖靈意向過程中，尪姨扮演最重要的中介角色，所以尪姨在西拉雅族社會中的地位高於一般人 |<br>| **職責** | 1. 主要工作是主持祭祀活動，例如：最著名有夜祭、哮海祭和驅趕邪靈，使用工具為手斧，因刀劍的砍劈可迫使邪靈躲到水中而溺斃<br>2. 告知眾人趨吉避凶的方法、預測吉凶與天氣狀況<br>3. 詢問日常生活適宜之事，如開路、姻緣、事業等，尪姨都可以透過巫術的力量，獲得解決 |,teachers_book,原住民,文化,"[尪姨, 祖靈, 西拉雅族, 祭祀, 巫術]",V.1/Ch.1/臺灣的原住民族,尪姨,,,
22,海祭之前，由部落男性開會決定拜海日期，通常是漲潮時間，因為浪會進來，彷彿把魚帶來之意。海祭沒有嚴格的禁忌，祭品主要是豬的內臟，當天殺一隻豬，將生的豬肝、豬心等切片，插在小竹竿上。長老們各自面海，手持竹杖唸禱詞，祈求捕魚豐收。傳統海祭活動，女性不能參與也不能接近海邊，活動結束，婦女們帶著食物來，大家坐在地上歡樂喝酒吃飯，最後各自散去。<br><br>【改寫自：劉璧榛，《認同、性別與聚落：噶瑪蘭人變遷中的儀式研究》（南投：國史館臺灣文獻館，2008），pp.325～331】,teachers_book,原住民,文化,"[噶瑪蘭族, 海祭, 祭品, 長老, 捕魚]",V.1/Ch.1/臺灣的原住民族,噶瑪蘭族的海祭,,,
23,荷蘭人利用一部分原住民去討伐另一部分原住民的作法，不僅能節省軍事支出，還可從中製造矛盾，便於居間控制。例如討伐麻荳社時就率領新港社原住民前往，並將捕獲的麻荳社原住民交付新港社自行處置；麻荳社被鎮壓後，又令他們對其他村社進行戰鬥。在討伐蕭壠社時，亦讓新港各村社4～500名原住民參與。<br><br>【改寫自：楊彥杰，《荷據時代臺灣史》（臺北：聯經，2000），p.89】,teachers_book,大航海時代,政治,"[荷蘭人, 分化, 麻荳社, 新港社, 蕭壠社]",V.1/Ch.1/臺灣的原住民族,荷蘭採取分化原住民族的政策,,,
24,| | |<br>| :--- | :--- |<br>| **長老** | 荷人為便於控制，要求每個村社選出長老，自行管理村內事務。荷蘭當局發給每位長老銀飾藤杖、荷蘭旗幟，作為權力的象徵。長老定期參加地方會議，報告轄區內的事，荷人加以考核並給予獎懲 |<br>| **地方會議** | 全臺分為四個地方會議區：北部地方會議區（大員以北）、南部地方會議區（大員以南）、卑南地方會議區（臺東）、淡水地方會議區。從1644年8月起，每年召開一次，時間一般落在3、4月，但只有北部和南部如期舉行，淡水和卑南則因控制力不強未能如預定規劃執行 |<br><br>【改寫自：楊彥杰，《荷據時代臺灣史》（臺北：聯經，2000），p.93～94。賴澤涵，〈荷、西、鄭氏王朝在臺的經營與臺灣的經濟、社會及文化的影響〉，收入賴澤涵主編，《臺灣經濟、社會與文化的變遷》（臺北：威仕曼文化，2008），pp.332～333】,teachers_book,大航海時代,政治,"[長老, 地方會議, 荷蘭, 管理, 藤杖]",V.1/Ch.1/臺灣的原住民族,荷蘭透過部落長老、地方會議管理各地原住民,,,
25,為荷蘭至清朝年間，原住民部落特有的賦稅承包制度。荷治初期，漢人可自行進入原住民部落進行買賣。1644年，荷蘭召開地方會議，規定漢人必須參與荷蘭東印度公司的競標，得標者必須向公司繳納稅金，才能進入部落進行交易。公司於每年的4至5月進行招標，出標最高者取得該部落的貿易壟斷權。而在進行貿易之前，社商必須先繳納一半的承包稅，另一半待承包期滿後再結算，此稱贌社制度。此制度一直延用至清代，於1737年（乾隆2年）廢除。<br><br>【改寫自：臺灣原住民族歷史語言文化大辭典，https://reurl.cc/Q3yALO。吳聰敏，〈贌社制度之演變及其影響，1644-1737〉，《臺灣史研究》第16卷第3期（2009.9），p.33】,teachers_book,大航海時代,經濟,"[贌社制度, 賦稅, 荷蘭東印度公司, 競標, 社商]",V.1/Ch.1/臺灣的原住民族,贌社制度,,,
26,傳教地區主要在大員附近，北部、東部則尚無暇注意。荷人對傳教是相當積極的，其目標是為使原住民服從荷人統治，因此當時的作法是強迫性的。無故不到教堂或上學者（學校亦為傳教之用）要處以罰款甚至鞭笞，當然，也有以實物、布料，甚或是津貼，補助優秀的原住民，希望他們能發揮功能繼續傳教，惟後來荷人被鄭成功驅逐後，不少原住民或漢人隨即改信原宗教，故成效並未如預期。<br><br>【引用自：賴澤涵，〈荷、西、鄭氏王朝在臺的經營與臺灣的經濟、社會及文化的影響〉，收於賴澤涵主編，《臺灣經濟、社會與文化的變遷》（臺北：威仕曼文化，2008），pp.333～334】,teachers_book,大航海時代,文化,"[傳教, 荷蘭人, 教堂, 學校, 基督教]",V.1/Ch.1/臺灣的原住民族,荷蘭人向原住民傳教,,,
27,由於原住民沒有文字，因此17世紀的傳教士便嘗試用羅馬字母教導西拉雅人拼寫自己的語言，以便於閱讀聖經，成為臺灣史上最早的原住民書寫文字——「新港文」（因新港社保留眾多的語言資料，故以此稱）。1636年正式成立學校；1659年，在蕭壠社成立基督教神學院，是臺灣第一間西式高等教育學校。由於新港社是西拉雅族中最早接受西方基督教的原住民，不少學校老師皆出身於此。這些新港人老師，在荷蘭人離開臺灣後，仍繼續扮演語言傳承的角色，直到1662年荷蘭人離臺後，「新港文」還持續使用了160～170年之久。<br><br>【改寫自：新港文書與臺灣史上的族群互動—研究成果問與答，中央研究院臺灣史研究所檔案館・館藏選粹 http://archives.ith.sinica.edu.tw/collections_con.php?no=1】,teachers_book,大航海時代,文化,"[新港文, 羅馬字母, 西拉雅人, 傳教士, 新港社]",V.1/Ch.1/臺灣的原住民族,「新港文」的產生,,,
28,1682年鄭氏政權為防守滿清入侵，欲北運軍餉，因此徵調原住民道卡斯族從事苦力工作，由於嚴厲對待，原住民不堪忍受，因此起來反抗。殺漢人通事、搶奪糧餉，新港（今苗栗後龍）、竹塹地區（今新竹）等地也跟著響應。鄭氏於是派遣陳絳率兵前來鎮壓，原住民逃入山區，部分接受鄭軍招撫，返回原居地香山，不願歸降鄭軍的竹塹社原住民，則繼續在新竹、苗栗一帶山中藏匿，最後定居下來，成為賽夏族的一支。,teachers_book,鄭氏臺灣,政治,"[鄭氏政權, 原漢衝突, 道卡斯族, 竹塹地區, 陳絳]",V.1/Ch.1/臺灣的原住民族,鄭氏時期原漢衝突,,,
29,康熙末期劃定番界後，至雍正年間近山地區仍有「番害」不斷，因此乾隆初期開始，於番界附近設立關隘加強控管，最初交由駐臺綠營官兵執行稽查工作，然因西部區域遼闊，礙於兵額有限不易增補人力，又有招募民間壯丁協助加強隘口防禦，而後更透過原住民土目、通事，派撥熟番巡防隘口，至1754年，全臺關隘制度已陸續形成。<br>1786年林爽文事件中，因平埔族（巴則海族）協助清軍作戰，至1788年，由福康安建議仿照四川屯練方式，雇用平埔族為守衛，稱為屯丁，實施屯防制度，沿山番界設置。然而，這套屯防制度至道光年間就已逐漸鬆弛了，1886年劉銘傳廢除原有隘制，再依屯營的制度召募隘勇，配備在中、南、北及東部，築上碉堡，形成一道道防線，稱為隘勇（丁）線，這套制度至日治時期繼續沿用。<br><br>【改寫自：桃園市政府文化局，《桃園市文化景觀「土牛溝調查研究暨保存維護計畫」成果報告書》（桃園：桃園市政府文化局，2017）、p.2-7、2-20。陳宗仁，〈十八世紀清朝臺灣邊防政策的演變：以隘制的形成為例〉《臺灣史研究》第22卷第2期，2015，p.11、16】,teachers_book,清治臺灣,政治,"[隘防制度, 番界, 屯丁, 隘勇線, 劉銘傳]",V.1/Ch.1/臺灣的原住民族,清代臺灣隘防制度,,,
30,| | |<br>| :--- | :--- |<br>| **漢人對原住民的傷害** | 1. 漢人以婚姻、借貸、買賣等方式巧取，或以武力豪奪<br>2. 原住民常受官府的不當差遣、剝削與欺凌<br>3. 1731年大甲西社事件，參與的原住民部落幾乎全被清廷消滅 |<br>| **平埔族人的遷移** | 1. 1804年，道卡斯、巴則海、拍瀑拉、貓霧揀等部分番社，越過中央山脈，進入蘭陽平原發展<br>2. 1823年，前述各族的部分番社進入到埔里盆地開發<br>3. 1840～1878年時，蘭陽平原噶瑪蘭族的加禮宛等社，曾沿臺灣東海岸南下遷移到花蓮與臺東一帶發展<br>4. 1829～1892年時，西拉雅族若干部落陸續遷移到中央山脈邊緣、屏東恆春與臺東一帶發展 |<br>| **原住民勢力的消退** | 1. 原住民（主要為平埔族）土地大幅縮減，為求生存需學習漢語與漢人的耕作技術<br>2. 同化於漢人，傳統文化與宗教信仰逐漸消失<br>3. 平埔族與漢人通婚，加上商品的交換買賣：原漢關係趨向緩和<br>4. 原住民被迫遷往內山、東部另謀新生存空間 |<br><br>【改寫自：李亦園，〈從文獻資料看台灣平埔族〉，《大陸雜誌》第10卷第9期（1955年4月），pp.285～295】,teachers_book,清治臺灣,社會,"[平埔族, 遷徙, 漢化, 土地, 蘭陽平原]",V.1/Ch.1/臺灣的原住民族,平埔族的遷徙與漢化,,,
31,| | |<br>| :--- | :--- |<br>| **背景** | 1731年，大甲西社原住民林武力等，因不堪淡水同知張弘章指派的沉重勞役，憤而武裝抗官，此次事件透過官方鎮撫後並未立即擴大。但隔年臺灣道倪象愷之表親為貪功，竟將幫助官兵運糧的5名大肚社原住民殺死，冒充作亂原住民之屍首，原住民因而再度抗官，以致事件擴大 |<br>| **經過** | 1732年，大肚社原住民聯合中部十餘社平埔族約二千人圍攻彰化縣城。至此大安溪到大甲溪之間，原屬於大肚王國領域的山谷都陷入動盪之中 |,teachers_book,清治臺灣,政治,"[大甲西社事件, 林武力, 勞役, 大肚社, 彰化縣城]",V.1/Ch.1/臺灣的原住民族,大甲西社事件,,,
32,潘敦仔（1705～1771年）為岸裡社的土官，在治理岸裡社時期，他積極漢化，除剃髮留辮外，也冠漢人姓氏，更與當時開墾臺中盆地的張達京合作，將水田技術引進岸裡社，並改變部落原有的財產公有制，推行土地私有化。岸裡社也因此逐漸改變為定居的農耕社會。,teachers_book,清治臺灣,社會,"[潘敦仔, 岸裡社, 漢化, 張達京, 土地私有化]",V.1/Ch.1/臺灣的原住民族,積極漢化的潘敦仔,,,
33,張達京（1690～1773）字振萬，號東齋，為廣東省潮州府大埔縣的客家人，渡海來臺後居岸裡社（今臺中市）。張氏熟悉番語，當時岸裡社發生流行疾病，張氏以其醫術救治不少人，受頭目阿穆賞識，而將女兒嫁給他，人稱「番仔駙馬」。1723年任岸裡社總通事，設立「張振萬」墾號投入開墾。後與土官潘敦仔簽訂墾約，用「割地換水」方式，即用開墾的貓霧揀圳一部分水源與原住民交換土地，順利開發臺中地區。1750年，因其勢力過大，遭清廷整肅，張達京遭革職遣回原籍。<br><br>【改寫自：張子文、郭啟傳、林偉洲撰，國家圖書館特藏組編輯，《臺灣歷史人物小傳-明清暨日據時期》（臺北：國家圖書館，2003年），pp.431～432】,teachers_book,清治臺灣,經濟,"[張達京, 岸裡社, 番仔駙馬, 割地換水, 貓霧揀圳]",V.1/Ch.1/臺灣的原住民族,張達京的生平事蹟,,,
34,平埔族大都漢化了，這是就文化與語言而言。其實頗有一些漢人流著他們的血液。清朝統治臺灣，前半期禁止攜眷，男多女少，本地漢人即使有能力成家，也很難找到漢人女子來婚配。俗話說：「有唐山公，無唐山媽。」指的就是在早期移民社會，許多漢人男子娶平埔族女子為妻的現象。語言學家李壬癸以族譜所記載之祖先遷居地，多與平埔族混雜，因而懷疑自己的祖先可能娶了「平埔媽」。<br><br>【改寫自：周婉窈，《臺灣歷史圖說——史前至一九四五年》（增訂本）（臺北：聯經，2009），pp.95～96】,teachers_book,清治臺灣,社會,"[原漢通婚, 平埔族, 有唐山公無唐山媽, 移民社會, 李壬癸]",V.1/Ch.1/臺灣的原住民族,原漢通婚,,,
35,| | |<br>| :--- | :--- |<br>| **政策** | 1758年，福建分巡臺灣道楊景素諭令平埔族「薙髮留辮」，同時賜「漢姓」 |<br>| **改姓** | 包括：潘、陳、劉、戴、林、黃、錢、江、廖、穆、莊、鄂、來、印、鍾、蕭、楊、朱、趙、孫、金、賴、余、巫、莫、文、米、葉、衛等 |<br>| **目的** | 1. 建立以「男性」為中心的父系制度社會，在儒家「同姓不婚」的規範下，社族外的婚姻將造成族群與原本母系社會的瓦解<br>2. 透過統治者賜姓，收編被賜姓者，加強認同 |<br><br>【改寫自：李筱峰，《臺灣史100 件大事》（臺北：玉山社，1999），pp.49～51】,teachers_book,清治臺灣,政治,"[漢姓, 楊景素, 薙髮留辮, 父系制度, 賜姓]",V.1/Ch.1/臺灣的原住民族,清代平埔族改漢姓經過,,,
36,| | |<br>| :--- | :--- |<br>| **時間** | 1867年3～6月 |<br>| **經過** | 1. 美船羅妹號在臺灣南部觸礁，船員在琅嶠附近登陸遭原住民攻擊，英國領事派駐安平的艦艇營救卻不敵原住民攻擊而返回<br>2. 美國駐廈門領事李仙得與臺灣官員進行洽談，希望與原住民頭目會面，但官員以「生番兇悍不可理喻、番地不歸地方官管轄」加以推諉<br>3. 李仙得自行與十八社總頭目卓杞篤達成協議，頭目答應往後如有中外船隻失事，應妥為救護 |<br>| **影響** | 1. 李仙得隨後發表「臺灣土著區是中華帝國的一部分嗎？」否定清廷對臺灣原住民族生活區域的統治主權<br>2. 日本後來發動的牡丹社事件，即是在李仙得指導下，以「番地無主論」作為侵略臺灣的理論基礎 |<br><br>【引用自：楊碧川編，《臺灣歷史辭典》（臺北：前衛，1997），p.170】,teachers_book,清治臺灣,政治,"[羅妹號事件, 李仙得, 卓杞篤, 番地無主論, 琅嶠]",V.1/Ch.1/臺灣的原住民族,羅妹號事件,,,
37,| | |<br>| :--- | :--- |<br>| **時間** | 1874年 |<br>| **經過** | 1. 1871年琉球漁民船難漂流到臺灣屏東滿州鄉，遭遇高士佛社與牡丹社排灣族攻擊，54人遇害，12人倖免於難回到琉球<br>2. 日本責問清廷船難之事，清廷以「番地為化外之地」而不予理會。在美國駐廈門領事李仙得擔任顧問下，1874年日軍由西鄉從道中將率領登陸琅嶠社寮，降服琅嶠附近番社。日軍旋以龜山為大本營，架橋開荒，做長期居留之計<br>3. 清廷向日本外務省抗議，並派沈葆楨為欽差大臣經略臺灣。加上英使居中協調，雙方在北京締結《北京專約》，條約第三條「該處生番，中國自宜設法妥為約束」，臺灣東南部領域的主權，明確獲得列強的承認，臺灣番地屬清國所有，打破之前「番地無主論」的主張 |<br>| **影響** | 沈葆楨奏請開發後山，改變歷來消極理番的政策，轉以撫化「生番」為要務 |<br><br>【引用自：戴寶村，《帝國入侵——牡丹社事件》（臺北：自立，1993），p.5】,teachers_book,清治臺灣,政治,"[牡丹社事件, 琉球漁民, 化外之地, 西鄉從道, 沈葆楨]",V.1/Ch.1/臺灣的原住民族,牡丹社事件,,,
38,| | |<br>| :--- | :--- |<br>| **設置** | 1875年廢除理番同知後，於1886年由劉銘傳設立撫墾總局，直屬於巡撫 |<br>| **管理** | 分臺灣「番地」為三路，自埔里社以北至宜蘭為北路，以南至恆春為南路，臺東一帶為東路。於大嵙崁設撫墾總局，下轄有8個局 |<br><br>【改寫自：許雪姬，《滿大人最後的二十年—洋務運動與建省》（臺北：自立，1993），pp.104～105。薛化元，《臺灣開發史》（臺北：三民，2008），p.97】,teachers_book,清治臺灣,政治,"[撫墾總局, 劉銘傳, 番地, 埔里社, 大嵙崁]",V.1/Ch.1/臺灣的原住民族,撫墾總局管理原住民,,,
39,佐久間是臺灣歷任總督中年紀最大、在位最久的總督，來臺時已經62 歲。由於任內致力於臺灣的理蕃事業，所以被稱為「理蕃總督」。他將統治觸角伸入山林，並希望藉此取得樟腦資源，因此在佐久間任內留下為數不少的山地巡視與征討紀錄。採取「北剿南撫」及「威撫並行」政策，原住民族的反抗力量因此被大為削弱。他甚至親自參與討伐工作，於1914年親自率領征伐太魯閣族，但於巡視前進路線時，不慎從斷崖墜落重傷，隔年5月辭去總督返日療養不久後過世。<br><br>【改寫自：張靜宜，《太陽旗下的臺灣》（臺中：莎士比亞文化，2006），pp.9～12】,teachers_book,日治臺灣,政治,"[佐久間左馬太, 理蕃總督, 樟腦, 北剿南撫, 太魯閣族]",V.1/Ch.1/臺灣的原住民族,「理蕃總督」佐久間左馬太,,,
40,第五任臺灣總督佐久間左馬太，於1906年到任後即定下五年「理蕃」計畫，1907年正式實施，以「掃蕩生蕃」促進「蕃地」開發，攫取臺灣山地資源為重要施政方針。五年「理蕃」計畫前後共分為兩次，第一次從1907年起，其攻伐策略是以引誘山區各部落「甘心承諾」在境內設置隘勇線，待警備線布署完成後，即發動大規模武力壓制；1910年為始的第二次「理蕃」，則主要採取強力的軍事討伐。以下補充「第一次五年理蕃計畫」內容：<br>| | |<br>| :--- | :--- |<br>| **政策** | 1907年1月6日，佐久間左馬太總督展開以征服蕃地為目的的理蕃五年計畫 |<br>| **實施** | 1. 開闢蕃地道路：北部蕃地開鑿10條包圍原住民村落的隘勇線和1條經中央山脈而貫通南北約70里的縱貫隘勇線；在南部蕃地則以授產生業的撫育方式促使蕃人從事開闢修補山徑小路<br>2. 隘勇線前進運動：總督府動員武裝軍警，大批往內山進行「隘勇線前進運動」鎮壓不服從的原住民 |<br>| | 3. 蕃地調查：由總督府技師野呂寧擔任蕃務課蕃地地形測量主任，調查隘勇線內地土地，預估5年後其土地調查範圍應擴及全臺蕃地 |<br>| **目的** | 將蕃地全部納入日本帝國的國有財產 |<br><br>【引用自：被觀看的容顏：「日本宮內廳書陵部所藏臺灣寫真」中的原住民，中央研究院臺灣史研究所檔案館，http://archives.ith.sinica.edu.tw/collections_con.php?no=105。藤井志津枝，《臺灣原住民史：政策篇（三）》（南投：國史館臺灣文獻館，2001），pp.87～89】,teachers_book,日治臺灣,政治,"[五年理蕃計畫, 佐久間左馬太, 隘勇線, 蕃地開發, 軍事討伐]",V.1/Ch.1/臺灣的原住民族,五年理蕃計畫,,,
41,| | |<br>| :--- | :--- |<br>| **經過** | 1914年，佐久間左馬太總督擔任總司令，親自率軍，兵分多路，深入太魯閣山區，完成對太魯閣族的包圍，迫使太魯閣族各社繳械投降 |<br>| **結果** | 佐久間左馬太於戰役中，墜落斷崖負傷，於隔年8月5日過世 |<br>| **影響** | 戰役後，日人進行橋梁、道路及警察駐在所之整備，槍械沒收和逃亡原住民族人之招撫等，並對山地原住民部落進行澈底控制 |<br><br>【引用自：柴辻誠太郎，《太魯閣蕃討伐寫真帖：日治時代太魯閣戰役戰地寫真》（臺北：南港山文史工作室，2016），譯序】,teachers_book,日治臺灣,政治,"[太魯閣戰爭, 佐久間左馬太, 討伐, 警察駐在所, 繳械]",V.1/Ch.1/臺灣的原住民族,太魯閣戰爭,,,
42,花岡一郎原是賽德克族荷歌社（今南投縣仁愛鄉春陽部落）原住民，改名花岡一郎後破例進入僅能日本籍兒童就讀的埔里小學校，畢業後考入臺中師範學校講習科，畢業擔任「乙種巡查」並兼任教師，任教於馬赫坡蕃童教育所。花岡二郎畢業於日本籍兒童就讀埔里尋常小學校高等科，回到霧社擔任警察。,teachers_book,日治臺灣,社會,"[花岡一郎, 花岡二郎, 賽德克族, 埔里小學校, 乙種巡查]",V.1/Ch.1/臺灣的原住民族,理蕃政策下的原住民樣板人物,,,
43,| | |<br>| :--- | :--- |<br>| **背景** | 1930年霧社事件爆發後，總督府於1931年12月28日發布《理蕃政策大綱》，確立「集團移住」（集體遷村）的政策 |<br>| **實施** | 原住民被迫從山地遷移至山腳地帶。先是布農族與泛泰雅族群（含賽德克族、太魯閣族），到了1940年代，轉向中央山脈南段的排灣族與魯凱族，至1945年日本戰敗退出臺灣，集團移住計畫只完成一小部分 |<br>| **影響** | 戰後政府仍然延續將山地原住民遷徙下山的政策，形成今日臺灣的原住民族聚落 |<br><br>【改寫自：葉高華，〈分而治之：日本時代原住民的集團移住〉，臺灣學系列講座（臺北：臺灣圖書館，2017.5），pp.22～23】,teachers_book,日治臺灣,政治,"[集團移住, 霧社事件, 理蕃政策大綱, 遷村, 布農族]",V.1/Ch.1/臺灣的原住民族,日治時期原住民的集團移住,,,
44,| | |<br>| :--- | :--- |<br>| **設置** | 1. 1936年臺灣總督府設立187所「高砂族國語講習所」，實施原住民族全民講日語運動<br>2. 1943年，原四年制教育改為六年制，並增設二年制補習科以利高砂族蕃童升學或就業<br>3. 1944年，針對國民學校畢業青年，另設「青年學校」，未就學者則進入「皇民煉成所」 |<br>| **目的** | 灌輸高砂族忠軍愛國、至誠奉公、促進文化提升的日本精神，以利未來國防之用 |<br>| **成效** | 1941年時高砂族蕃童的就學率已達 86.35% |<br><br>【引用自：藤井志津枝，《臺灣原住民史：政策篇（三）》（南投：國史館臺灣文獻館，2001），pp.147～148】,teachers_book,日治臺灣,文化,"[皇民精神, 高砂族國語講習所, 青年學校, 皇民煉成所, 日本精神]",V.1/Ch.1/臺灣的原住民族,透過教育機構培育皇民精神,,,
